-1.066666666666666652e+00,-6.400000000000000133e-01,-0.000000000000000000e+00,-1.600000000000000033e-01,-8.000000000000000167e-02,-8.000000000000000167e-02,-2.666666666666666838e-02,-0.000000000000000000e+00,-0.000000000000000000e+00,-0.000000000000000000e+00
-7.600000000000000089e-01,-3.066666666666666430e-01,-8.000000000000000167e-02,-1.333333333333333419e-02,-0.000000000000000000e+00,-1.333333333333333419e-02,-0.000000000000000000e+00,-0.000000000000000000e+00,-0.000000000000000000e+00,-0.000000000000000000e+00
-9.422222222222221832e-01,-5.955555555555555047e-01,-1.777777777777777776e-02,-8.888888888888888881e-03,-1.777777777777777776e-02,-0.000000000000000000e+00,-0.000000000000000000e+00,-0.000000000000000000e+00,-0.000000000000000000e+00,-0.000000000000000000e+00
-6.466666666666666119e-01,-4.400000000000000022e-01,-6.666666666666667095e-03,-2.000000000000000042e-02,-0.000000000000000000e+00,-0.000000000000000000e+00,-0.000000000000000000e+00,-0.000000000000000000e+00,-0.000000000000000000e+00,-0.000000000000000000e+00
-7.093333333333333712e-01,-3.306666666666666643e-01,-0.000000000000000000e+00,-0.000000000000000000e+00,-1.600000000000000033e-02,-0.000000000000000000e+00,-0.000000000000000000e+00,-0.000000000000000000e+00,-0.000000000000000000e+00,-0.000000000000000000e+00
-5.022222222222222365e-01,-2.355555555555555458e-01,-8.888888888888888881e-03,-1.333333333333333419e-02,-2.222222222222222307e-02,-0.000000000000000000e+00,-0.000000000000000000e+00,-0.000000000000000000e+00,-0.000000000000000000e+00,-0.000000000000000000e+00
-5.866666666666666696e-01,-2.857142857142856984e-01,-3.809523809523809521e-03,-3.809523809523809521e-03,-3.809523809523809521e-03,-0.000000000000000000e+00,-0.000000000000000000e+00,-1.523809523809523808e-02,-0.000000000000000000e+00,-0.000000000000000000e+00
-3.966666666666666674e-01,-2.700000000000000178e-01,-1.333333333333333419e-02,-1.666666666666666644e-02,-0.000000000000000000e+00,-0.000000000000000000e+00,-0.000000000000000000e+00,-0.000000000000000000e+00,-1.333333333333333419e-02,-0.000000000000000000e+00
-3.911111111111111316e-01,-2.429629629629629639e-01,-1.185185185185185126e-02,-0.000000000000000000e+00,-0.000000000000000000e+00,-0.000000000000000000e+00,-0.000000000000000000e+00,-0.000000000000000000e+00,-0.000000000000000000e+00,-0.000000000000000000e+00
-4.640000000000000235e-01,-2.373333333333333406e-01,-1.066666666666666631e-02,-1.066666666666666631e-02,-5.333333333333333155e-03,-0.000000000000000000e+00,-0.000000000000000000e+00,-0.000000000000000000e+00,-0.000000000000000000e+00,-0.000000000000000000e+00
